Id,LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
367,9500,6,1963,1394,1394,1,3,TA,6,514,159000
368,9150,6,1962,1099,1431,1,3,TA,6,296,165000
369,7800,5,1954,1268,1268,1,2,TA,7,244,132000
370,9830,5,1959,1063,1287,1,3,Gd,7,576,162000
371,8121,6,2000,953,1664,2,3,TA,7,460,172400
372,17120,4,1959,0,1588,2,4,TA,7,680,134432
373,7175,6,1984,744,752,1,2,TA,4,264,125000
374,10634,5,1953,608,1319,1,3,TA,5,270,123000
375,8200,7,2003,847,1928,2,4,Gd,8,434,219500
376,10020,1,1922,683,904,0,1,Fa,4,0,61000
377,8846,5,1996,870,914,1,2,TA,5,576,148000
378,11143,8,2004,1580,2466,3,4,Gd,8,610,340000
379,11394,9,2010,1856,1856,1,1,Ex,8,834,394432
380,8123,6,2000,982,1800,2,3,TA,7,463,179000
381,5000,5,1924,1026,1691,2,3,Gd,6,308,127000
382,7200,7,2006,1293,1301,2,2,Gd,5,572,187750
383,9245,7,2006,939,1797,2,3,Gd,8,639,213500
384,9000,6,1928,784,784,1,2,TA,5,360,76000
385,53107,6,1992,1580,1953,2,3,Gd,9,501,240000
386,3182,8,2004,1256,1269,2,2,Gd,6,430,192000
387,8410,5,1910,658,1184,1,5,TA,8,0,81000
388,7200,6,1976,1041,1125,1,3,TA,6,352,125000
389,9382,7,1999,1468,1479,2,3,Gd,6,577,191000
390,12474,10,2007,1682,2332,2,3,Ex,9,846,426000
391,8405,5,1900,861,1367,1,4,TA,7,384,119000
392,12209,6,2001,804,1961,2,3,Gd,7,560,215000
393,8339,5,1959,0,882,1,3,TA,5,294,106500
394,7446,4,1941,788,788,1,2,TA,4,0,100000
395,10134,5,1940,735,1034,1,2,TA,5,240,109000
396,9571,5,1956,1144,1144,1,3,TA,6,596,129000
397,7200,5,1972,894,894,1,2,TA,6,600,123000
398,7590,5,1962,864,1812,2,4,TA,8,264,169500
399,8967,5,1920,961,1077,1,2,TA,6,338,67000
400,8125,7,2006,1092,1550,2,2,Gd,7,438,241000
401,14963,8,1996,1260,1288,1,1,Ex,4,500,245500
402,8767,7,2005,1310,1310,2,3,Gd,6,400,164990
403,10200,5,1940,672,672,1,2,TA,4,240,108000
404,12090,8,1998,1141,2263,2,4,Gd,10,420,258000
405,10364,6,1995,806,1572,2,3,TA,7,373,168000
406,9991,4,1976,1281,1620,2,3,TA,8,490,150000
407,10480,6,1936,1064,1639,1,3,TA,6,240,115000
408,15576,6,1915,840,1680,2,4,TA,8,308,177000
409,14154,7,2006,1063,2172,2,3,Gd,9,947,280000
410,10800,8,2007,1034,2078,2,3,Ex,8,836,339750
411,9571,5,1958,1276,1276,1,3,TA,5,350,60000
412,34650,5,1955,1056,1056,1,3,TA,5,572,145000
413,4403,7,2009,1470,1478,2,2,Gd,7,484,222000
414,8960,5,1927,1008,1028,1,2,TA,5,360,115000
415,11228,7,1993,1080,2097,2,3,Gd,9,678,228000
416,8899,7,2007,1340,1340,2,3,Gd,6,396,181134
417,7844,6,1978,672,1400,1,3,TA,6,440,149500
418,22420,6,1918,1370,2624,2,4,TA,10,864,239000
419,8160,5,1940,756,1134,1,3,TA,7,240,126000
420,8450,5,1968,1056,1056,1,3,TA,6,304,142000
421,7060,7,1997,1344,1344,2,2,TA,8,784,206300
422,16635,6,1977,1602,1602,2,3,Gd,8,529,215000
423,21750,5,1954,988,988,1,2,TA,4,520,113000
424,9200,8,1998,1470,2630,2,4,Gd,8,696,315000
425,9000,6,1956,1196,1196,1,2,TA,6,297,139000
426,3378,7,1946,651,1389,1,3,TA,6,240,135000
427,12800,7,1989,1518,1644,2,2,Gd,5,569,275000
428,8593,4,1957,907,907,1,3,TA,5,352,109008
429,6762,7,2007,1208,1208,2,2,Gd,6,628,195400
430,11457,6,1988,1392,1412,2,3,Gd,6,576,175000
431,1680,6,1971,483,987,1,2,TA,4,264,85400
432,5586,6,1920,901,1198,1,4,TA,7,0,79900
433,1920,5,1971,765,1365,1,2,TA,6,440,122500
434,10839,6,1997,926,1604,2,3,TA,7,470,181000
435,1890,4,1972,630,630,1,1,TA,3,0,81000
436,10667,7,1996,799,1661,2,3,Gd,6,550,212000
437,4400,6,1920,648,1118,1,2,TA,6,440,116000
438,6000,6,1926,884,904,1,2,TA,4,180,119000
439,4280,5,1913,440,694,1,2,Gd,4,352,90350
440,12354,6,1920,684,1196,1,3,Gd,7,528,110000
441,15431,10,2008,3094,2402,2,2,Ex,10,672,555000
442,12108,4,1955,1440,1440,2,4,Fa,8,0,118000
443,6240,5,1930,1078,1573,2,3,TA,8,360,162900
444,3922,7,2006,1258,1258,2,2,Gd,6,648,172500
445,8750,7,1994,915,1908,2,4,Gd,8,493,210000
446,9855,6,1956,1436,1689,1,3,TA,7,480,127500
447,16492,6,1966,1517,1888,2,2,Gd,6,578,190000
448,11214,7,1998,930,1886,2,4,Gd,10,431,199900
449,8600,6,1937,780,1376,2,3,TA,7,198,119500
450,6000,3,1948,649,1183,1,2,TA,6,308,120000
451,5684,6,1930,813,813,1,2,Gd,5,270,110000
452,70761,7,1975,1533,1533,2,2,Gd,5,576,280000
453,9303,6,1996,872,1756,2,3,TA,7,422,204000
454,9000,8,2008,768,1590,2,3,Gd,6,676,210000
455,9297,5,1976,1728,1728,2,4,TA,8,560,188000
456,9600,7,1973,1242,1242,1,3,TA,6,528,175500
457,4571,5,1916,624,1344,1,4,TA,7,513,98000
458,53227,4,1954,1364,1663,1,2,Gd,6,529,256000
459,5100,8,1925,588,1666,1,3,Gd,7,228,161000
460,7015,5,1950,709,1203,1,3,Gd,5,352,110000
461,8004,8,2009,832,1935,2,3,TA,8,552,263435
462,7200,7,1936,560,1135,1,3,Gd,6,576,155000
463,8281,5,1965,864,864,1,3,TA,5,360,62383
464,11988,6,1934,715,1660,1,3,TA,6,240,188700
465,8430,5,1978,1040,1040,2,3,TA,5,0,124000
466,3072,7,2004,1375,1414,2,2,Gd,6,398,178740
467,10628,7,1970,1277,1277,1,2,TA,5,526,167000
468,9480,5,1942,728,1644,1,3,Gd,7,312,146500
469,11428,8,2006,1626,1634,2,3,Gd,7,866,250000
470,9291,6,1993,832,1710,2,3,Gd,7,506,187000
471,6820,8,1985,1488,1502,1,1,Gd,4,528,212000
472,11952,7,1977,808,1969,2,3,TA,8,534,190000
473,3675,6,2005,547,1072,1,2,TA,5,525,148000
474,14977,8,2006,1976,1976,2,2,Gd,7,908,440000
475,5330,8,2000,1494,1652,2,2,Ex,6,499,251000
476,8480,5,1963,970,970,1,2,TA,5,624,132500
477,13125,6,1997,1478,1493,2,3,Gd,7,508,208900
478,13693,9,2006,2153,2643,2,3,Ex,9,694,380000
479,10637,8,2007,1705,1718,2,3,Gd,7,826,297000
480,5925,4,1937,907,1131,1,2,TA,7,672,89471
481,16033,9,2004,1833,1850,2,3,Gd,8,772,326000
482,11846,9,2003,1792,1792,2,2,Ex,6,874,374000
483,2500,7,1915,910,1826,1,4,Ex,7,164,155000
484,4500,6,1998,1216,1216,2,2,TA,5,402,164000
485,7758,5,1962,999,999,1,3,Gd,6,264,132500
486,9600,5,1950,1113,1113,1,3,Gd,5,264,147000
487,10289,5,1965,1073,1073,1,3,TA,6,515,156000
488,12243,5,1971,1484,1484,2,3,TA,7,487,175000
489,10800,5,1900,954,2414,2,3,TA,10,520,160000
490,1526,4,1970,630,630,1,1,Gd,3,286,86000
491,2665,5,1976,264,1304,1,3,TA,4,336,115000
492,9490,6,1941,806,1578,1,3,Fa,5,240,133000
493,15578,6,2006,728,1456,2,3,TA,8,429,172785
494,7931,5,1960,1269,1269,1,3,TA,6,308,155000
495,5784,5,1938,190,886,1,2,TA,4,273,91300
496,7879,4,1920,720,720,1,2,TA,4,0,34900
497,12692,8,1992,3200,3228,3,4,Gd,10,546,430000
498,9120,7,1925,1026,1820,2,4,TA,8,240,184000
499,7800,5,1967,864,899,1,3,Gd,5,288,130000
500,7535,5,1958,912,912,1,2,TA,5,297,120000
501,1890,6,1973,672,1218,1,3,TA,7,264,113000
502,9803,7,2005,866,1768,2,3,Gd,7,603,226700
503,9170,5,1965,1214,1214,1,2,TA,6,461,140000
504,15602,7,1959,1501,1801,2,1,TA,6,484,289000
505,2308,6,1974,855,1322,2,3,TA,6,440,147000
506,7596,5,1952,960,1960,2,4,TA,10,400,124500
507,9554,8,1993,777,1911,2,3,Gd,8,471,215000
508,7862,6,2009,1218,1218,2,2,Gd,4,676,208300
509,9600,7,1928,689,1378,2,3,Gd,7,360,161000
510,9600,5,1959,1041,1041,1,3,TA,6,270,124500
511,14559,5,1951,1008,1363,1,2,TA,6,288,164900
512,6792,7,2005,1368,1368,2,2,Gd,6,474,202665
513,9100,5,1958,864,864,1,3,TA,5,624,129900
514,9187,6,1983,1084,1080,1,3,TA,5,484,134000
515,10594,5,1926,768,789,1,2,TA,5,200,96500
516,12220,10,2009,2006,2020,2,3,Ex,9,900,402861
517,10448,6,1972,689,2119,2,3,TA,7,583,158000
518,10208,7,1996,1264,2344,2,3,Gd,7,889,265000
519,9531,6,1998,794,1796,2,3,TA,7,546,211000
520,10918,7,1926,1276,2080,1,3,Gd,9,282,234000
521,10800,4,1900,0,1294,2,3,TA,7,0,106250
522,11988,6,1957,1244,1244,1,3,TA,6,336,150000
523,5000,6,1947,1004,1664,2,3,TA,7,420,159000
524,40094,10,2007,3138,4676,3,3,Ex,11,884,184750
525,11787,7,1996,1379,2398,2,3,Gd,8,834,315750
526,7500,7,2005,1257,1266,2,3,Gd,6,453,176000
527,13300,5,1956,928,928,1,2,TA,4,252,132000
528,14948,9,2008,1452,2713,2,3,Ex,11,858,446261
529,9098,4,1920,528,605,1,2,TA,5,0,86000
530,32668,6,1957,2035,2515,3,4,TA,9,484,200624
531,10200,6,1988,1461,1509,2,3,Gd,5,600,175000
532,6155,6,1920,611,1362,2,3,TA,6,502,128000
533,7200,5,1955,0,827,1,2,TA,5,392,107500
534,5000,1,1946,0,334,1,1,Fa,2,0,39300
535,9056,8,2004,707,1414,2,3,Gd,6,403,178000
536,7000,5,1910,1117,1347,1,3,TA,5,0,107500
537,8924,7,1998,880,1724,2,3,Gd,8,527,188000
538,12735,4,1972,864,864,1,3,TA,5,576,111250
539,11553,5,1968,1051,1159,1,3,TA,7,336,158000
540,11423,8,2001,1581,1601,2,3,Gd,6,670,272000
541,14601,9,2006,1838,1838,2,2,Ex,8,765,315000
542,11000,8,2000,969,2285,2,4,Gd,8,648,248000
543,10140,7,1998,1650,1680,2,3,Gd,7,583,213250
544,4058,7,1998,723,767,1,1,TA,4,367,133000
545,17104,7,2006,654,1496,2,3,Gd,7,426,179665
546,13837,7,1988,1204,2183,2,4,Gd,9,786,229000
547,8737,6,1923,1065,1635,1,3,TA,6,440,210000
548,7244,5,1970,768,768,1,2,TA,5,624,129500
549,8235,5,1955,825,825,1,2,TA,4,720,125000
550,9375,7,2003,912,2094,2,4,Gd,8,615,263000
551,4043,6,1977,1069,1069,2,2,TA,4,440,140000
552,6000,5,1957,928,928,1,3,TA,5,288,112500
553,11146,8,2006,1709,1717,2,3,Gd,7,908,255500
554,8777,4,1949,0,1126,2,2,Gd,5,520,108000
555,10625,7,2003,998,2046,2,3,Gd,8,871,284000
556,6380,5,1922,993,1048,1,2,TA,5,280,113000
557,14850,5,1957,1092,1092,1,2,TA,6,299,141000
558,11040,4,1920,637,1336,1,3,TA,7,570,108000
559,21872,7,1996,729,1446,2,3,TA,6,406,175000
560,3196,7,2003,1374,1557,2,2,Gd,7,420,234000
561,11341,5,1957,1392,1392,1,3,TA,5,528,121500
562,10010,5,1974,1389,1389,1,2,TA,6,418,170000
563,13907,5,1940,996,996,1,3,TA,6,0,108000
564,21780,6,1918,1163,1674,2,4,TA,8,396,185000
565,13346,7,1992,1095,2295,2,4,Gd,9,590,268000
566,6858,6,1915,806,1647,1,4,Fa,6,216,128000
567,11198,9,2005,1122,2504,2,4,Ex,11,656,325000
568,10171,7,2004,1517,1535,2,3,Gd,7,532,214000
569,12327,8,1983,1496,2132,1,1,Gd,5,612,316600
570,7032,5,1979,943,943,1,2,TA,4,600,135960
571,13101,5,1965,1728,1728,2,6,TA,10,576,142600
572,7332,6,1959,864,864,1,2,Gd,4,288,120000
573,13159,7,2009,846,1692,2,3,Gd,6,650,224500
574,9967,7,2000,384,1430,2,3,TA,8,400,170000
575,10500,5,1971,372,1109,1,3,TA,5,288,139000
576,8480,5,1947,832,1216,1,2,TA,6,336,118500
577,6292,7,1928,861,1477,2,3,TA,6,216,145000
578,11777,5,1966,1164,1320,1,3,TA,6,564,164500
579,3604,7,2007,689,1392,2,2,Gd,5,540,146000
580,12150,5,1954,1050,1795,2,4,TA,7,352,131500
581,14585,6,1960,1144,1429,1,3,Gd,7,572,181900
582,12704,8,2008,2042,2042,2,3,Ex,8,1390,253293
583,11841,6,1990,816,816,1,3,TA,5,0,118500
584,13500,10,1893,1237,2775,3,3,Gd,9,880,325000
585,6120,4,1935,884,1573,1,3,Gd,6,240,133000
586,11443,8,2005,1868,2028,2,2,Gd,7,880,369900
587,10267,6,1918,816,838,1,2,Fa,5,275,130000
588,8740,5,1982,840,860,1,2,TA,4,528,137000
589,25095,5,1968,1437,1473,1,1,Ex,5,452,143000
590,9100,5,1930,742,935,1,2,TA,4,308,79500
591,8320,7,2004,770,1582,2,3,Gd,6,520,185900
592,13478,10,2008,1722,2296,2,3,Ex,10,842,451950
593,6600,5,1982,816,816,1,2,TA,4,816,138000
594,4435,6,2003,848,848,1,1,Gd,4,420,140000
595,7990,5,1975,924,924,1,3,TA,5,280,110000
596,11302,8,2005,1814,1826,2,3,Gd,7,758,319000
597,3600,6,1910,684,1368,1,3,TA,7,216,114504
598,3922,7,2006,1258,1402,0,2,Gd,7,648,194201
599,12984,5,1977,1430,1647,2,3,Gd,7,621,217500
600,1950,6,1980,716,1556,2,3,TA,6,452,151000
601,10927,8,2005,1058,1904,2,3,Ex,8,736,275000
602,9000,6,1937,780,1375,1,3,Gd,6,544,141000
603,10041,8,1992,908,1915,2,3,Gd,8,506,220000
604,3182,7,2004,600,1200,2,2,Gd,4,480,151000
605,12803,7,2002,1494,1494,2,3,Gd,6,530,221000
606,13600,7,1965,768,1986,2,3,TA,7,486,205000
607,12464,5,1996,1040,1040,1,3,Gd,6,576,152000
608,7800,5,1948,896,2008,3,3,Ex,8,230,225000
609,12168,8,1934,965,3194,2,4,TA,10,380,359100
610,7943,4,1961,1029,1029,1,3,TA,5,261,118500
611,11050,9,2000,1440,2153,2,3,Ex,8,736,313000
612,10395,6,1978,1032,1032,2,3,TA,6,564,148000
613,11885,8,2001,1299,1872,2,3,Ex,7,531,261500
614,8402,5,2007,1120,1120,1,3,TA,6,0,147000
615,1491,4,1972,630,630,1,1,TA,3,0,75500
616,8800,6,1963,936,1054,1,3,Gd,6,480,137500
617,7861,6,2002,783,1509,2,3,Gd,7,393,183200
618,7227,6,1954,832,832,1,2,Gd,4,528,105500
619,11694,9,2007,1822,1828,2,3,Gd,9,774,314813
620,12244,8,2003,1482,2262,2,4,Gd,10,749,305000
621,8248,3,1914,864,864,1,2,TA,5,0,67000
622,10800,6,1974,1522,2614,2,4,TA,9,624,240000
623,7064,5,1977,980,980,1,3,TA,6,484,135000
624,2117,6,2000,756,1512,2,2,Gd,4,440,168500
625,10400,6,1972,732,1790,1,4,TA,8,484,165150
626,10000,6,1962,1116,1116,1,3,TA,5,440,160000
627,12342,5,1960,978,1422,1,3,TA,6,286,139900
628,9600,6,1955,1156,1520,1,3,TA,7,364,153000
629,11606,5,1969,1040,2080,1,5,Fa,9,504,135000
630,9020,6,1964,1248,1350,1,3,TA,6,520,168500
631,9000,5,1880,636,1750,1,3,Ex,8,240,124000
632,4590,8,2006,1554,1554,2,2,Gd,6,627,209500
633,11900,7,1977,1386,1411,2,3,TA,6,544,82500
634,9250,5,1954,1056,1056,1,3,TA,6,260,139400
635,6979,6,1980,1056,1056,0,0,TA,4,576,144000
636,10896,6,1914,1440,3395,2,8,Fa,14,0,200000
637,6120,2,1936,264,800,1,1,Fa,4,0,60000
638,6000,5,1954,811,1387,2,3,Gd,7,256,93000
639,8777,5,1910,796,796,1,2,TA,4,0,85000
640,3982,8,2006,1520,1567,2,1,Ex,7,648,264561
641,12677,8,2003,1518,1518,1,1,Ex,6,588,274000
642,7050,7,2001,1057,1929,2,3,Gd,7,650,226000
643,13860,8,1972,1952,2704,2,4,Ex,9,538,345000
644,10793,5,1969,780,1620,2,4,TA,7,462,152000
645,9187,9,2009,1766,1766,2,2,Ex,7,478,370878
646,10530,6,1971,981,981,1,3,TA,5,576,143250
647,7200,5,1950,0,1048,1,3,TA,7,420,98300
648,10452,6,1953,1094,1094,1,3,TA,5,495,155000
649,7700,6,1966,756,1839,1,4,TA,7,442,155000
650,1936,4,1970,630,630,1,1,TA,3,0,84500
651,8125,7,2007,813,1665,2,3,Gd,7,562,205950
652,9084,4,1940,755,1510,1,4,TA,7,296,108000
653,8750,7,1996,880,1716,2,2,Gd,7,512,191000
654,10320,6,1906,756,1469,1,3,TA,7,216,135000
655,10437,8,1995,2109,2113,2,2,Gd,7,839,350000
656,1680,6,1971,525,1092,1,3,TA,6,264,88000
657,10007,5,1959,1053,1053,1,3,Gd,5,312,145500
658,7200,7,1931,776,1502,1,3,TA,6,270,149000
659,17503,6,1948,912,1458,1,3,TA,6,330,97500
660,9937,5,1964,1486,1486,1,3,TA,7,480,167000
661,12384,7,1976,793,1935,2,3,TA,7,550,197900
662,46589,8,1994,1629,2448,2,4,Gd,8,711,402000
663,13560,6,1968,1392,1392,1,2,TA,5,576,110000
664,10012,4,1972,1138,1181,2,3,TA,6,588,137500
665,20896,8,2005,2077,2097,1,1,Ex,8,1134,423000
666,11194,8,2000,1406,1936,2,3,Gd,7,504,230500
667,18450,6,1965,1021,2380,2,3,TA,7,596,129000
668,8125,6,1994,1408,1679,2,3,Gd,7,575,193500
669,14175,5,1956,1188,1437,1,3,TA,6,576,168000
670,11600,4,1922,700,1180,1,2,Fa,5,252,137500
671,8633,6,2005,738,1476,2,3,Gd,7,540,173500
672,6629,6,1925,672,1369,2,3,TA,6,300,103600
673,11250,6,1977,1208,1208,1,3,TA,6,546,165000
674,14442,6,1957,1477,1839,2,3,Gd,7,416,257500
675,9200,6,1965,1136,1136,1,3,TA,5,384,140000
676,2289,6,1978,855,1441,2,3,TA,7,440,148500
677,9600,4,1900,1095,1774,2,4,TA,8,779,87000
678,9022,5,1924,768,792,1,2,Gd,5,240,109500
679,11844,8,2008,2046,2046,2,3,Gd,7,834,372500
680,9945,5,1961,988,988,1,3,TA,5,572,128500
681,8012,6,1980,923,923,2,2,TA,5,264,143000
682,4500,5,1932,793,1520,1,3,TA,6,281,159434
683,2887,6,1996,1291,1291,1,2,Gd,6,431,173000
684,11248,9,2002,1626,1668,2,3,Gd,7,702,285000
685,16770,7,1998,1195,1839,2,4,TA,7,486,221000
686,5062,7,1984,1190,2090,2,3,Gd,6,577,207500
687,10207,7,2007,874,1761,3,3,Gd,7,578,227875
688,5105,7,2004,551,1102,2,2,Gd,4,480,148800
689,8089,8,2007,1419,1419,2,2,Gd,7,567,392000
690,7577,6,2005,1362,1362,2,2,Gd,6,460,194700
691,4426,6,2004,848,848,1,1,Gd,3,420,141000
692,21535,10,1994,2444,4316,3,4,Ex,10,832,755000
693,26178,7,1989,1210,2519,2,4,Gd,9,628,335000
694,5400,5,1921,1073,1073,1,2,TA,4,326,108480
695,6120,5,1936,927,1539,1,3,TA,5,576,141500
696,13811,6,1987,1112,1137,2,2,Gd,5,551,176000
697,6000,5,1921,616,616,1,2,TA,4,205,89000
698,6420,5,1952,980,1148,1,2,TA,6,308,123500
699,8450,5,1965,894,894,1,3,TA,5,336,138500
700,4282,7,2004,1391,1391,2,2,Gd,5,530,196000
701,14331,8,2002,1800,1800,2,3,Gd,7,765,312500
702,9600,7,1969,1164,1164,1,3,TA,6,528,140000
703,12438,8,2006,1234,2576,2,4,Ex,10,666,361919
704,7630,5,1900,360,1812,2,4,Gd,8,672,140000
705,8400,7,2004,1473,1484,2,3,Gd,7,606,213000
706,5600,4,1930,0,1092,2,3,Fa,7,0,55000
707,115149,7,1971,1643,1824,2,2,Gd,5,739,302000
708,6240,8,2006,1324,1324,2,2,Gd,6,550,254000
709,9018,7,2007,728,1456,2,3,Gd,8,400,179540
710,7162,5,1966,876,904,1,3,TA,6,408,109900
711,4130,3,1935,270,729,1,2,TA,5,0,52000
712,8712,4,1900,859,1178,1,2,TA,7,384,102776
713,4671,8,1988,1228,1228,2,2,Gd,5,472,189000
714,9873,4,1970,960,960,1,3,TA,6,576,129000
715,13517,6,1976,725,1479,2,3,Gd,6,475,130500
716,10140,6,1974,1064,1350,2,3,TA,7,478,165000
717,10800,7,1890,718,2554,1,3,TA,8,704,159500
718,10000,5,1973,1176,1178,1,3,Gd,5,439,157000
719,10542,7,1993,1311,2418,2,3,Gd,9,983,341000
720,9920,5,1969,971,971,1,3,TA,5,300,128500
721,6563,8,1985,1742,1742,2,2,Gd,5,564,275000
722,4426,6,2004,848,848,1,1,Gd,3,420,143000
723,8120,4,1970,864,864,1,3,TA,5,463,124500
724,8172,4,1954,941,1470,2,4,TA,7,548,135000
725,13286,9,2007,1698,1698,2,3,Ex,8,768,320000
726,6960,4,1970,864,864,1,3,Gd,5,660,120500
727,21695,6,1988,880,1680,2,3,Gd,5,540,222000
728,7314,7,2007,1232,1232,2,2,Gd,6,632,194500
729,11475,5,1958,1584,1776,2,4,TA,9,888,110000
730,6240,4,1925,780,1208,1,2,TA,5,539,103000
731,5389,8,1995,1595,1616,2,2,Gd,5,608,236500
732,9590,7,2003,868,1146,2,3,Gd,6,438,187500
733,11404,7,1998,1153,2031,2,3,Gd,8,541,222500
734,10000,5,1961,864,1144,1,3,TA,6,264,131400
