Id,LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
1100,11880,7,1978,1271,1601,2,3,TA,7,478,157000
1101,8400,2,1920,290,438,1,1,Fa,3,246,60000
1102,9758,5,1971,950,950,1,3,TA,5,280,119500
1103,7000,5,1960,1010,1134,1,2,TA,6,254,135000
1104,8910,6,1959,655,1194,1,3,TA,6,539,159500
1105,2016,5,1970,630,1302,2,3,TA,6,440,106000
1106,12256,8,1994,1463,2622,2,3,Gd,9,712,325000
1107,10357,7,1990,910,1442,2,3,Gd,6,719,179900
1108,23257,7,2006,868,2021,2,3,Gd,9,422,274725
1109,8063,6,2000,924,1690,2,3,TA,7,463,181000
1110,11362,8,2004,1836,1836,2,3,Gd,7,862,280000
1111,8000,6,1995,773,1658,2,3,TA,8,431,188000
1112,10480,7,1976,803,1964,2,4,TA,8,483,205000
1113,7100,5,1957,816,816,1,2,TA,5,308,129900
1114,8923,5,1953,1008,1008,1,2,Gd,6,240,134500
1115,5400,5,1954,833,833,1,2,Gd,4,326,117000
1116,12085,8,2007,1734,1734,2,3,Ex,7,928,318000
1117,7750,8,2002,408,1419,2,3,Gd,7,527,184100
1118,9764,5,1967,894,894,1,3,Gd,5,450,130000
1119,13825,5,1958,533,1601,1,3,TA,6,300,140000
1120,7560,5,1959,1040,1040,1,3,TA,6,286,133700
1121,8263,6,1920,1012,1012,1,2,TA,6,308,118400
1122,10084,7,2005,1552,1552,2,3,Gd,7,782,212900
1123,8926,4,1956,672,960,1,3,TA,5,288,112000
1124,9405,5,1947,698,698,1,2,TA,4,0,118000
1125,9125,7,1992,384,1482,2,3,Gd,7,392,163900
1126,10434,4,1955,1005,1005,1,2,Fa,5,672,115000
1127,3684,7,2007,1373,1555,2,2,Gd,7,660,174000
1128,14572,7,2004,1530,1530,2,3,Gd,7,630,259000
1129,11796,7,2004,847,1959,2,4,Gd,8,434,215000
1130,7200,5,1980,936,936,1,2,TA,4,672,140000
1131,7804,4,1928,1122,1981,2,4,Gd,7,576,135000
1132,10712,5,1991,974,974,1,3,TA,5,0,93500
1133,9900,6,1880,1008,2210,2,5,Fa,8,205,117500
1134,9828,8,1995,1128,2020,2,3,Gd,8,466,239500
1135,8773,6,1997,916,1600,2,3,TA,7,460,169000
1136,6180,6,1926,960,986,1,2,TA,5,180,102000
1137,9600,6,1950,1032,1252,1,3,TA,6,288,119000
1138,6342,5,1875,780,1020,1,2,TA,6,0,94000
1139,9819,6,1977,1567,1567,2,2,Gd,5,714,196000
1140,8731,5,1920,915,1167,1,3,TA,6,495,144000
1141,7350,5,1951,952,952,1,2,TA,4,840,139000
1142,10304,5,1976,780,1868,2,4,Gd,9,484,197500
1143,9965,8,2006,1466,2828,3,4,Gd,11,1052,424870
1144,9000,5,1959,1006,1006,1,3,TA,5,0,80000
1145,12180,4,1941,672,924,1,2,Fa,5,280,80000
1146,6240,5,1928,1042,1576,1,3,TA,8,225,149000
1147,11200,6,1985,1298,1298,2,3,Gd,5,403,180000
1148,12000,7,1941,704,1564,1,3,Fa,7,234,174500
1149,5700,7,1926,572,1111,1,2,TA,5,288,116900
1150,9000,7,1920,650,1482,1,3,TA,7,324,143000
1151,8280,6,1950,932,932,1,2,Gd,4,306,124000
1152,17755,5,1959,1466,1466,1,3,Fa,6,528,149900
1153,14115,6,1956,1073,1811,1,2,Ex,6,470,230000
1154,5890,6,1930,816,816,1,2,TA,5,432,120500
1155,13700,7,1965,864,1820,1,4,Gd,8,492,201800
1156,10768,5,1976,1437,1437,2,3,Gd,6,528,218000
1157,9350,5,1965,1219,1265,2,3,Gd,6,502,179900
1158,5001,7,2007,1314,1314,2,2,Gd,6,626,230000
1159,11932,8,2007,1580,1580,2,3,Gd,7,830,235128
1160,9120,6,1974,901,1876,2,4,Gd,8,540,185000
1161,2280,6,1978,855,1456,2,3,TA,7,440,146000
1162,14778,6,1954,1296,1640,1,3,Gd,7,924,224000
1163,8724,5,1968,894,894,1,3,TA,5,450,129000
1164,12900,4,1969,1198,1258,0,0,TA,6,400,108959
1165,16157,5,1978,1360,1432,1,2,Gd,5,588,194000
1166,9541,7,2009,1502,1502,2,3,Gd,7,644,233170
1167,10475,8,2008,1694,1694,2,3,Gd,7,776,245350
1168,10852,6,2000,959,1671,2,3,TA,7,472,173000
1169,13728,6,1935,1127,2108,2,4,Gd,7,540,235000
1170,35760,10,1995,1930,3627,3,4,Gd,10,807,625000
1171,9880,6,1977,1096,1118,1,3,TA,6,358,171000
1172,9120,6,1958,1261,1261,1,3,TA,6,433,163000
1173,4017,7,2006,625,1250,2,2,Gd,5,625,171900
1174,18030,5,1946,1598,3086,3,3,Ex,12,0,200500
1175,16560,6,1932,952,2345,2,4,TA,9,360,239000
1176,10678,8,1992,1683,2872,2,4,Gd,9,541,285000
1177,6951,5,1984,876,923,1,3,TA,5,264,119500
1178,3950,6,1926,818,1224,1,3,TA,5,210,115000
1179,7681,5,1921,731,1343,1,3,TA,7,186,154900
1180,8335,5,1954,0,1124,1,3,TA,5,0,93000
1181,11170,7,1990,1216,2514,2,4,TA,8,693,250000
1182,5587,8,2008,1600,1652,2,2,Gd,5,482,392500
1183,15623,10,1996,2396,4476,3,4,Ex,10,813,745000
1184,10800,5,1920,1120,1130,1,2,TA,5,720,120000
1185,35133,5,1963,1572,1572,1,3,TA,5,995,186700
1186,9738,5,1924,784,1221,1,4,TA,7,392,104900
1187,10615,3,1900,978,1699,2,3,TA,7,420,95000
1188,12461,8,1994,1624,1624,2,2,Gd,5,757,262000
1189,8935,7,2002,831,1660,2,3,Gd,7,493,195000
1190,7500,7,1999,994,1804,2,3,Gd,7,442,189000
1191,32463,4,1961,1249,1622,1,3,TA,7,1356,168000
1192,2645,8,1999,776,1441,2,2,Gd,5,492,174000
1193,9600,5,1925,702,1472,1,3,Gd,6,250,125000
1194,4500,6,1999,1224,1224,2,2,TA,5,402,165000
1195,9364,6,1969,663,1352,1,4,TA,7,299,158000
1196,8029,6,2005,728,1456,2,3,Gd,8,400,176000
1197,14054,7,2006,879,1863,2,4,Gd,9,660,219210
1198,8850,7,1916,815,1690,1,3,TA,7,225,144000
1199,9100,7,2001,1212,1212,2,3,Gd,6,573,178000
1200,11235,4,1963,1051,1382,1,3,TA,6,459,148000
1201,9353,4,1970,864,864,1,3,TA,5,280,116050
1202,10400,7,1998,866,1779,2,3,Gd,6,546,197900
1203,6000,5,1925,884,1348,1,3,TA,5,216,117000
1204,9750,7,2000,1630,1630,2,3,Gd,6,451,213000
1205,10140,5,1975,1056,1074,1,3,TA,6,495,153500
1206,14684,7,1990,2158,2196,2,3,Gd,7,701,271900
1207,8900,4,1966,1056,1056,1,2,TA,5,384,107000
1208,9135,6,2003,1682,1700,2,3,Gd,7,544,200000
1209,7763,5,1962,931,1283,1,3,TA,6,506,140000
1210,10182,8,2006,1660,1660,2,3,Gd,8,500,290000
1211,11218,6,1992,1055,1845,2,3,Gd,8,462,189000
1212,12134,8,1988,559,1752,2,4,TA,8,492,164000
1213,9340,4,1941,672,672,1,2,TA,4,234,113000
1214,10246,4,1965,648,960,0,0,TA,3,364,145000
1215,10205,5,1962,925,999,1,3,TA,6,300,134500
1216,7094,5,1966,894,894,1,3,TA,5,384,125000
1217,8930,6,1978,0,1902,2,4,TA,8,539,112000
1218,8640,8,2009,1300,1314,2,3,Gd,6,552,229456
1219,6240,4,1947,0,912,1,2,TA,3,0,80500
1220,1680,6,1971,672,1218,1,3,TA,7,0,91500
1221,7800,5,1964,912,912,1,2,TA,5,288,115000
1222,8250,5,1968,952,1211,1,3,TA,5,322,134000
1223,10496,6,1949,1040,1846,2,3,TA,7,315,143000
1224,10680,5,1951,2136,2136,2,4,TA,7,528,137900
1225,15384,7,2004,788,1490,2,3,Gd,8,388,184000
1226,10482,6,1958,588,1138,1,3,TA,6,264,145000
1227,14598,6,2007,894,1933,2,4,Gd,9,668,214000
1228,8872,5,1965,912,912,1,2,Gd,5,576,147000
1229,8769,9,2008,1702,1702,1,1,Ex,7,1052,367294
1230,7910,5,1960,1075,1507,2,4,TA,7,404,127000
1231,18890,5,1977,1361,2620,2,4,TA,12,600,190000
1232,7728,5,1962,1106,1190,1,3,TA,6,540,132500
1233,9842,4,1962,0,1224,2,2,TA,6,462,101800
1234,12160,5,1959,1188,1188,1,3,TA,6,531,142000
1235,8525,5,1911,940,1964,1,4,TA,7,0,130000
1236,13132,5,1914,747,1784,1,4,TA,9,180,138887
1237,2628,7,2003,764,1626,2,2,Gd,6,474,175500
1238,12393,7,2004,847,1948,2,4,Gd,8,434,195000
1239,13072,6,2005,1141,1141,1,3,TA,6,484,142500
1240,9037,8,2006,1476,1484,2,2,Ex,6,472,265900
1241,8158,7,2003,884,1768,2,3,Gd,8,543,224900
1242,9849,7,2007,1689,1689,2,3,Gd,7,954,248328
1243,10625,7,1974,1053,1173,2,3,Gd,6,528,170000
1244,13891,10,2006,2076,2076,2,2,Ex,7,850,465000
1245,11435,8,1929,792,1517,1,3,Gd,7,400,230000
1246,12090,6,1984,585,1868,3,3,TA,7,477,178000
1247,8125,7,2005,756,1553,2,3,Gd,6,615,186500
1248,12328,6,1976,1012,1034,1,3,TA,6,888,169900
1249,9600,6,1917,735,2058,1,3,TA,8,396,129500
1250,7200,5,1950,876,988,1,3,TA,6,276,119000
1251,11160,7,1968,2110,2110,2,3,Ex,8,522,244000
1252,3136,7,2003,1405,1405,2,2,Gd,6,478,171750
1253,9858,5,1968,864,874,1,3,TA,5,288,130000
1254,17542,7,1974,1192,2167,2,3,Gd,9,518,294000
1255,6931,7,2003,746,1656,2,3,Gd,7,397,165400
1256,6240,6,1931,884,1367,1,3,TA,6,560,127500
1257,14303,8,1994,1986,1987,2,2,Gd,7,691,301500
1258,4060,5,1922,864,864,1,2,TA,4,0,99900
1259,9587,7,2005,856,1166,2,2,Gd,5,400,190000
1260,9750,6,1969,1054,1054,1,3,TA,6,460,151000
1261,24682,6,1999,841,1675,2,3,TA,7,502,181000
1262,9600,5,1956,1050,1050,1,2,TA,5,338,128900
1263,11250,4,1957,1104,1788,1,5,TA,8,304,161500
1264,13515,6,1919,764,1824,1,3,TA,8,520,180500
1265,4060,6,1998,1405,1337,2,2,Gd,5,511,181000
1266,3735,7,1999,691,1452,2,3,Gd,6,506,183900
1267,10120,7,1910,925,1889,1,4,TA,9,308,122000
1268,13214,9,2008,2002,2018,2,3,Ex,10,746,378500
1269,14100,8,1935,728,3447,3,4,Gd,11,1014,381000
1270,11344,5,1958,874,1524,1,3,TA,7,315,144000
1271,23595,7,1979,1332,1524,0,0,Gd,4,586,260000
1272,9156,6,1968,1489,1489,2,3,Gd,7,462,185750
1273,13526,5,1965,935,935,1,3,TA,5,288,137000
1274,11512,6,1959,1019,1357,1,2,Ex,5,312,177000
1275,5362,5,1910,661,1250,2,3,TA,8,552,139000
1276,11345,5,1948,928,1920,2,4,TA,10,400,137000
1277,12936,6,1972,723,1395,1,3,TA,6,497,162000
1278,17871,6,1967,1680,1724,1,3,TA,7,480,197900
1279,9473,8,2002,1128,2031,2,3,Gd,7,577,237000
1280,7500,4,1920,698,1128,1,2,TA,6,528,68400
1281,9808,7,2002,1573,1573,2,3,Gd,6,544,227000
1282,8049,7,1990,1309,1339,2,2,TA,6,484,180000
1283,8800,5,1977,1040,1040,2,3,Gd,5,484,150500
1284,9400,6,1971,912,1824,2,4,TA,8,0,139000
1285,9638,6,1919,804,2447,2,4,Gd,10,336,169000
1286,6000,6,1939,780,1412,1,4,TA,6,280,132500
1287,9790,6,1963,1328,1328,1,3,TA,6,528,143000
1288,36500,5,1964,1624,1582,2,4,TA,7,390,190000
1289,5664,8,2000,1501,1659,2,2,Ex,5,499,278000
1290,11065,8,2006,1085,1970,2,3,Ex,8,753,281000
1291,14112,5,1964,1152,1152,1,3,TA,6,484,180500
1292,1680,5,1972,630,1302,2,3,TA,6,264,119500
1293,6600,5,1892,994,2372,2,4,TA,11,432,107500
1294,10140,7,1976,832,1664,2,4,TA,8,528,162900
1295,8172,5,1955,864,864,1,2,TA,5,572,115000
1296,8400,5,1968,1052,1052,1,3,TA,5,288,138500
1297,8700,5,1963,1120,1128,2,3,TA,6,525,155000
1298,3675,6,2005,547,1072,2,2,TA,5,525,140000
1299,63887,10,2008,6110,5642,2,3,Ex,12,1418,160000
1300,7500,5,1959,1246,1246,1,3,Gd,6,305,154000
1301,10762,7,1999,978,1983,2,3,Gd,9,490,225000
1302,7500,6,1942,771,1494,1,3,Gd,7,213,177500
1303,10120,8,1994,1165,2526,2,4,Gd,8,844,290000
1304,8688,7,2005,1616,1616,2,3,Gd,7,834,232000
1305,3363,7,2004,976,1708,2,3,Gd,7,380,130000
1306,13173,9,2006,1652,1652,2,2,Ex,6,840,325000
1307,6955,7,2005,1368,1368,2,2,Gd,6,474,202500
1308,8072,5,1994,990,990,1,3,TA,5,480,138000
1309,12000,5,1948,924,1122,1,2,Gd,6,528,147000
1310,7153,6,1991,1278,1294,2,3,Gd,6,496,179200
1311,17500,7,1959,1902,1902,2,3,Ex,7,567,335000
1312,8814,7,2005,1274,1274,2,3,Gd,6,508,203000
1313,9572,8,1990,1453,2810,2,4,Gd,9,750,302000
1314,14774,9,1999,1393,2599,2,4,Gd,10,779,333168
1315,8190,4,1954,948,948,1,3,TA,5,280,119000
1316,11075,6,1969,952,2112,2,4,TA,9,576,206900
1317,10226,8,2008,1622,1630,2,3,Ex,8,860,295493
1318,4230,7,2006,1352,1352,2,2,Gd,5,466,208900
1319,14781,8,2001,1753,1787,2,3,Gd,7,748,275000
1320,10215,4,1954,864,948,1,3,TA,5,248,111000
1321,8400,6,1957,1478,1478,1,3,TA,6,442,156500
1322,6627,3,1949,0,720,1,2,TA,4,287,72500
1323,10186,7,1992,750,1923,2,3,Gd,8,564,190000
1324,5330,4,1940,420,708,1,2,Fa,5,0,82500
1325,9986,8,2006,1795,1795,2,2,Gd,7,895,147000
1326,3636,4,1922,796,796,1,2,TA,5,0,55000
1327,4270,3,1931,544,774,1,3,Gd,6,0,79000
1328,6600,5,1982,816,816,1,3,Gd,5,264,130500
1329,10440,6,1920,1510,2792,2,5,TA,8,520,256000
1330,9084,7,1998,935,1632,2,3,TA,8,462,176500
1331,10000,8,2006,1588,1588,2,3,Gd,7,825,227000
1332,10780,5,1976,911,954,1,3,TA,6,576,132500
1333,8877,4,1938,816,816,1,2,TA,3,288,100000
1334,7200,5,1938,803,1360,1,2,Gd,6,297,125500
1335,2368,5,1970,765,1365,1,3,TA,7,440,125000
1336,9650,6,1977,1350,1334,2,2,TA,6,630,167900
1337,9246,5,1973,1656,1656,2,4,TA,8,506,135000
1338,4118,4,1941,693,693,1,2,Fa,4,0,52500
1339,13450,7,2002,916,1861,2,3,Gd,8,492,200000
1340,9560,5,1972,864,864,1,3,TA,5,288,128500
1341,8294,4,1971,858,872,1,3,TA,5,480,123000
1342,13695,6,2003,1114,1114,1,3,Gd,6,576,155000
1343,9375,8,2002,1284,2169,2,3,Gd,7,647,228500
1344,7558,6,1928,896,1913,1,3,TA,9,342,177000
1345,11103,7,2006,728,1456,2,3,Gd,8,440,155835
1346,6000,4,1920,960,960,1,2,Fa,5,308,108500
1347,20781,7,1968,1568,2156,2,3,TA,9,508,262500
1348,15306,8,2006,1732,1776,2,3,Gd,7,712,283463
1349,16196,7,1998,1482,1494,2,3,Gd,5,514,215000
1350,5250,8,1872,684,2358,2,4,TA,8,0,122000
1351,11643,5,1969,1248,2634,2,6,TA,12,968,200000
1352,9247,6,1962,858,1716,1,4,TA,8,490,171000
1353,6000,6,1937,698,1176,1,2,TA,4,624,134900
1354,14720,8,1995,2033,3238,2,4,Gd,9,666,410000
1355,10316,7,2000,992,1865,2,3,Gd,7,839,235000
1356,10192,7,1968,570,1920,3,4,Gd,8,487,170000
1357,9477,5,1966,864,892,1,3,TA,5,264,110000
1358,12537,5,1971,1078,1078,1,3,TA,6,500,149900
1359,2117,6,2000,756,1573,2,3,Gd,5,440,177500
1360,16737,9,2004,1980,1980,2,3,Ex,8,770,315000
1361,9842,5,1921,612,2601,3,4,TA,8,621,189000
1362,16158,7,2005,1530,1530,2,3,Gd,7,430,260000
1363,12513,4,1920,715,1738,2,4,TA,7,368,104900
1364,8499,6,2006,616,1412,2,3,Gd,6,432,156932
1365,3180,7,2005,600,1200,2,2,Gd,4,480,144152
1366,7500,7,2000,814,1674,2,3,Gd,7,663,216000
1367,9179,7,1999,873,1790,2,3,Gd,7,588,193000
1368,2665,5,1977,757,1475,2,4,TA,6,336,127000
1369,4435,6,2003,848,848,1,1,Gd,4,420,144000
1370,10635,8,2003,1657,1668,2,3,Gd,8,502,232000
1371,5400,4,1920,840,1374,1,2,TA,6,338,105000
1372,9600,6,1955,992,1661,1,3,Gd,8,377,165500
1373,9750,7,1998,1108,2097,2,3,Gd,8,583,274300
1374,11400,10,2001,2633,2633,2,2,Ex,8,804,466500
1375,10625,7,2005,1026,1958,2,3,Gd,9,936,250000
1376,10991,8,2007,1571,1571,2,3,Gd,7,722,239000
1377,6292,6,1930,768,790,1,2,TA,4,160,91000
1378,10998,5,1941,984,1604,2,3,TA,6,660,117000
1379,1953,6,1973,483,987,1,2,TA,5,264,83000
1380,9735,5,2006,384,1394,2,3,Gd,7,400,167500
1381,8212,3,1914,864,864,1,2,TA,5,200,58500
1382,12925,6,1970,1205,2117,2,4,TA,7,550,237500
1383,7200,7,1920,596,1762,1,4,Gd,8,576,157000
1384,25339,5,1918,816,1416,2,3,Gd,7,576,112000
1385,9060,6,1939,560,1258,1,2,TA,6,280,105000
1386,5436,4,1922,796,1154,1,3,Gd,7,240,125500
1387,16692,7,1978,1392,2784,3,5,Gd,12,564,250000
1388,8520,6,1916,714,2526,2,5,Gd,10,216,136000
1389,14892,9,2006,1746,1746,2,3,Ex,7,758,377500
1390,6000,6,1941,735,1218,1,3,TA,6,440,131000
1391,9100,7,2000,1525,1525,2,3,Gd,6,541,235000
1392,8944,5,1967,1584,1584,2,4,TA,8,792,124000
1393,7838,5,1967,864,900,1,3,TA,6,288,123000
1394,10800,6,1905,482,1912,2,3,TA,7,672,163000
1395,4045,7,2006,1356,1500,2,2,Gd,6,648,246578
1396,12665,8,2005,1094,2482,2,4,Gd,9,642,281213
1397,57200,5,1948,747,1687,1,3,TA,7,572,160000
1398,6120,5,1920,939,1513,1,4,TA,8,180,137500
1399,7200,5,1950,1208,1904,1,3,TA,7,240,138000
1400,6171,6,1925,976,1608,2,3,Gd,7,216,137450
1401,6000,6,1929,862,1158,1,3,TA,5,208,120000
1402,7415,6,2004,839,1593,2,3,TA,8,398,193000
1403,6762,7,2006,1286,1294,2,2,Gd,6,662,193879
1404,15256,8,2007,1485,1464,2,3,Gd,6,754,282922
1405,10410,3,1915,672,1214,1,3,TA,6,936,105000
1406,3842,8,2004,1594,1646,2,2,Gd,5,482,275000
1407,8445,5,1972,768,768,1,2,TA,5,396,133000
1408,8780,5,1985,833,833,1,3,TA,5,0,112000
1409,7740,4,1910,622,1363,1,3,TA,6,528,125500
1410,20544,7,1986,791,2093,2,3,TA,7,542,215000
1411,12420,7,2001,944,1840,2,3,Gd,6,622,230000
1412,9600,6,1950,856,1668,1,3,TA,6,271,140000
1413,7200,4,1949,0,1040,2,2,TA,6,420,90000
1414,10994,8,2005,1844,1844,2,2,Gd,7,620,257000
1415,13053,6,1923,833,1848,1,4,Gd,8,370,207000
1416,3635,7,2007,1386,1569,2,1,Gd,7,660,175900
1417,11340,4,1885,777,2290,2,4,TA,11,560,122500
1418,16545,8,1998,1284,2450,2,3,Gd,7,1069,340000
1419,9204,5,1963,1144,1144,1,3,TA,6,336,124000
1420,16381,6,1969,1844,1844,2,3,Gd,7,540,223000
1421,11700,6,1968,708,1416,2,3,TA,7,776,179900
1422,4043,6,1977,1069,1069,2,2,TA,4,440,127500
1423,4435,6,2003,848,848,1,1,Gd,3,420,136500
1424,19690,6,1966,697,2201,2,4,Gd,8,432,274970
1425,9503,5,1958,1024,1344,1,2,TA,6,484,144000
1426,10721,6,1959,1252,1252,1,3,Gd,7,528,142000
1427,10944,7,1994,1223,2127,2,3,Gd,5,525,271000
1428,10930,5,1945,913,1558,1,3,TA,6,288,140000
1429,7200,5,1940,788,804,1,2,Gd,4,240,119000
1430,12546,6,1981,1440,1440,2,3,Gd,7,467,182900
1431,21930,5,2005,732,1838,2,4,TA,7,372,192140
1432,4928,6,1976,958,958,2,2,TA,5,440,143750
1433,10800,4,1927,656,968,2,4,TA,5,216,64500
1434,10261,6,2000,936,1792,2,3,TA,8,451,186500
1435,17400,5,1977,1126,1126,2,3,TA,5,484,160000
1436,8400,6,1962,1319,1537,1,3,Gd,7,462,174000
1437,9000,4,1971,864,864,1,3,TA,5,528,120500
1438,12444,8,2008,1932,1932,2,2,Ex,7,774,394617
1439,7407,6,1957,912,1236,1,2,TA,6,923,149700
1440,11584,7,1979,539,1725,2,3,TA,6,550,197000
1441,11526,6,1922,588,2555,2,3,TA,11,672,191000
1442,4426,6,2004,848,848,1,1,Gd,3,420,149300
1443,11003,10,2008,1017,2007,2,3,Ex,10,812,310000
1444,8854,6,1916,952,952,1,2,Fa,4,192,121000
1445,8500,7,2004,1422,1422,2,3,Gd,7,626,179600
1446,8400,6,1966,814,913,1,3,TA,6,240,129000
1447,26142,5,1962,1188,1188,1,3,TA,6,312,157900
1448,10000,8,1995,1220,2090,2,3,Gd,8,556,240000
1449,11767,4,1910,560,1346,1,2,TA,6,384,112000
1450,1533,5,1970,630,630,1,1,Ex,3,0,92000
1451,9000,5,1974,896,1792,2,4,TA,8,0,136000
1452,9262,8,2008,1573,1578,2,3,Ex,7,840,287090
1453,3675,5,2005,547,1072,1,2,TA,5,525,145000
1454,17217,5,2006,1140,1140,1,3,TA,6,0,84500
1455,7500,7,2004,1221,1221,2,2,Gd,6,400,185000
1456,7917,6,1999,953,1647,2,3,TA,7,460,175000
1457,13175,6,1978,1542,2073,2,3,TA,7,500,210000
1458,9042,7,1941,1152,2340,2,4,Gd,9,252,266500
1459,9717,5,1950,1078,1078,1,2,Gd,5,240,142125
1460,9937,5,1965,1256,1256,1,3,TA,6,276,147500
